split,sample_id,fault_type,vin,cycle_index,sample_label,sequence_length
train,LFP_normal_vin_195_vin_195_discharge_1,normal,vin_195,1,0,594
train,LFP_normal_vin_195_vin_195_discharge_2,normal,vin_195,2,0,899
train,LFP_normal_vin_195_vin_195_discharge_3,normal,vin_195,3,0,526
train,LFP_normal_vin_195_vin_195_discharge_4,normal,vin_195,4,0,901
train,LFP_normal_vin_195_vin_195_discharge_5,normal,vin_195,5,0,706
train,LFP_normal_vin_195_vin_195_discharge_6,normal,vin_195,6,0,718
train,LFP_normal_vin_195_vin_195_discharge_7,normal,vin_195,7,0,499
train,LFP_normal_vin_195_vin_195_discharge_8,normal,vin_195,8,0,829
train,LFP_normal_vin_195_vin_195_discharge_9,normal,vin_195,9,0,613
train,LFP_normal_vin_195_vin_195_discharge_10,normal,vin_195,10,0,571
train,LFP_normal_vin_196_vin_196_discharge_1,normal,vin_196,1,0,542
train,LFP_normal_vin_196_vin_196_discharge_2,normal,vin_196,2,0,584
train,LFP_normal_vin_196_vin_196_discharge_3,normal,vin_196,3,0,592
train,LFP_normal_vin_196_vin_196_discharge_4,normal,vin_196,4,0,526
train,LFP_normal_vin_196_vin_196_discharge_5,normal,vin_196,5,0,794
train,LFP_normal_vin_196_vin_196_discharge_6,normal,vin_196,6,0,569
train,LFP_normal_vin_196_vin_196_discharge_7,normal,vin_196,7,0,594
train,LFP_normal_vin_196_vin_196_discharge_8,normal,vin_196,8,0,569
train,LFP_normal_vin_196_vin_196_discharge_9,normal,vin_196,9,0,535
train,LFP_normal_vin_196_vin_196_discharge_10,normal,vin_196,10,0,539
train,LFP_normal_vin_197_vin_197_discharge_1,normal,vin_197,1,0,542
train,LFP_normal_vin_197_vin_197_discharge_2,normal,vin_197,2,0,503
train,LFP_normal_vin_197_vin_197_discharge_3,normal,vin_197,3,0,644
train,LFP_normal_vin_197_vin_197_discharge_4,normal,vin_197,4,0,517
train,LFP_normal_vin_197_vin_197_discharge_5,normal,vin_197,5,0,1041
train,LFP_normal_vin_197_vin_197_discharge_6,normal,vin_197,6,0,792
train,LFP_normal_vin_197_vin_197_discharge_7,normal,vin_197,7,0,553
train,LFP_normal_vin_197_vin_197_discharge_8,normal,vin_197,8,0,569
train,LFP_normal_vin_197_vin_197_discharge_9,normal,vin_197,9,0,678
train,LFP_normal_vin_197_vin_197_discharge_10,normal,vin_197,10,0,677
train,LFP_normal_vin_199_vin_199_discharge_1,normal,vin_199,1,0,535
train,LFP_normal_vin_199_vin_199_discharge_2,normal,vin_199,2,0,661
train,LFP_normal_vin_199_vin_199_discharge_3,normal,vin_199,3,0,700
train,LFP_normal_vin_199_vin_199_discharge_4,normal,vin_199,4,0,549
train,LFP_normal_vin_199_vin_199_discharge_5,normal,vin_199,5,0,864
train,LFP_normal_vin_199_vin_199_discharge_6,normal,vin_199,6,0,691
train,LFP_normal_vin_199_vin_199_discharge_7,normal,vin_199,7,0,798
train,LFP_normal_vin_199_vin_199_discharge_8,normal,vin_199,8,0,668
train,LFP_normal_vin_199_vin_199_discharge_9,normal,vin_199,9,0,791
train,LFP_normal_vin_199_vin_199_discharge_10,normal,vin_199,10,0,561
train,LFP_normal_vin_201_vin_201_discharge_1,normal,vin_201,1,0,692
train,LFP_normal_vin_201_vin_201_discharge_2,normal,vin_201,2,0,618
train,LFP_normal_vin_201_vin_201_discharge_3,normal,vin_201,3,0,526
train,LFP_normal_vin_201_vin_201_discharge_4,normal,vin_201,4,0,667
train,LFP_normal_vin_201_vin_201_discharge_5,normal,vin_201,5,0,585
train,LFP_normal_vin_201_vin_201_discharge_6,normal,vin_201,6,0,828
train,LFP_normal_vin_201_vin_201_discharge_7,normal,vin_201,7,0,844
train,LFP_normal_vin_201_vin_201_discharge_8,normal,vin_201,8,0,587
train,LFP_normal_vin_201_vin_201_discharge_9,normal,vin_201,9,0,560
train,LFP_normal_vin_201_vin_201_discharge_10,normal,vin_201,10,0,745
train,LFP_normal_vin_202_vin_202_discharge_1,normal,vin_202,1,0,572
train,LFP_normal_vin_202_vin_202_discharge_2,normal,vin_202,2,0,504
train,LFP_normal_vin_202_vin_202_discharge_3,normal,vin_202,3,0,538
train,LFP_normal_vin_202_vin_202_discharge_4,normal,vin_202,4,0,868
train,LFP_normal_vin_202_vin_202_discharge_5,normal,vin_202,5,0,572
train,LFP_normal_vin_202_vin_202_discharge_6,normal,vin_202,6,0,695
train,LFP_normal_vin_202_vin_202_discharge_7,normal,vin_202,7,0,567
train,LFP_normal_vin_202_vin_202_discharge_8,normal,vin_202,8,0,629
train,LFP_normal_vin_202_vin_202_discharge_9,normal,vin_202,9,0,528
train,LFP_normal_vin_202_vin_202_discharge_10,normal,vin_202,10,0,722
train,LFP_normal_vin_203_vin_203_discharge_1,normal,vin_203,1,0,798
train,LFP_normal_vin_203_vin_203_discharge_2,normal,vin_203,2,0,925
train,LFP_normal_vin_203_vin_203_discharge_3,normal,vin_203,3,0,712
train,LFP_normal_vin_203_vin_203_discharge_4,normal,vin_203,4,0,526
train,LFP_normal_vin_203_vin_203_discharge_5,normal,vin_203,5,0,873
train,LFP_normal_vin_203_vin_203_discharge_6,normal,vin_203,6,0,603
train,LFP_normal_vin_203_vin_203_discharge_7,normal,vin_203,7,0,526
train,LFP_normal_vin_203_vin_203_discharge_8,normal,vin_203,8,0,893
train,LFP_normal_vin_203_vin_203_discharge_9,normal,vin_203,9,0,609
train,LFP_normal_vin_203_vin_203_discharge_10,normal,vin_203,10,0,697
train,LFP_normal_vin_204_vin_204_discharge_1,normal,vin_204,1,0,726
train,LFP_normal_vin_204_vin_204_discharge_2,normal,vin_204,2,0,629
train,LFP_normal_vin_204_vin_204_discharge_3,normal,vin_204,3,0,601
train,LFP_normal_vin_204_vin_204_discharge_4,normal,vin_204,4,0,632
train,LFP_normal_vin_204_vin_204_discharge_5,normal,vin_204,5,0,561
train,LFP_normal_vin_204_vin_204_discharge_6,normal,vin_204,6,0,509
train,LFP_normal_vin_204_vin_204_discharge_7,normal,vin_204,7,0,566
train,LFP_normal_vin_204_vin_204_discharge_8,normal,vin_204,8,0,638
train,LFP_normal_vin_204_vin_204_discharge_9,normal,vin_204,9,0,760
train,LFP_normal_vin_204_vin_204_discharge_10,normal,vin_204,10,0,546
train,LFP_normal_vin_206_vin_206_discharge_1,normal,vin_206,1,0,765
train,LFP_normal_vin_206_vin_206_discharge_2,normal,vin_206,2,0,529
train,LFP_normal_vin_206_vin_206_discharge_3,normal,vin_206,3,0,866
train,LFP_normal_vin_206_vin_206_discharge_4,normal,vin_206,4,0,711
train,LFP_normal_vin_206_vin_206_discharge_5,normal,vin_206,5,0,551
train,LFP_normal_vin_206_vin_206_discharge_6,normal,vin_206,6,0,753
train,LFP_normal_vin_206_vin_206_discharge_7,normal,vin_206,7,0,519
train,LFP_normal_vin_206_vin_206_discharge_8,normal,vin_206,8,0,506
train,LFP_normal_vin_206_vin_206_discharge_9,normal,vin_206,9,0,875
train,LFP_normal_vin_206_vin_206_discharge_10,normal,vin_206,10,0,888
train,LFP_normal_vin_207_vin_207_discharge_1,normal,vin_207,1,0,670
train,LFP_normal_vin_207_vin_207_discharge_2,normal,vin_207,2,0,650
train,LFP_normal_vin_207_vin_207_discharge_3,normal,vin_207,3,0,587
train,LFP_normal_vin_207_vin_207_discharge_4,normal,vin_207,4,0,643
train,LFP_normal_vin_207_vin_207_discharge_5,normal,vin_207,5,0,811
train,LFP_normal_vin_207_vin_207_discharge_6,normal,vin_207,6,0,520
train,LFP_normal_vin_207_vin_207_discharge_7,normal,vin_207,7,0,627
train,LFP_normal_vin_207_vin_207_discharge_8,normal,vin_207,8,0,511
train,LFP_normal_vin_207_vin_207_discharge_9,normal,vin_207,9,0,740
train,LFP_normal_vin_207_vin_207_discharge_10,normal,vin_207,10,0,682
train,LFP_normal_vin_208_vin_208_discharge_1,normal,vin_208,1,0,539
train,LFP_normal_vin_208_vin_208_discharge_2,normal,vin_208,2,0,665
train,LFP_normal_vin_208_vin_208_discharge_3,normal,vin_208,3,0,513
train,LFP_normal_vin_208_vin_208_discharge_4,normal,vin_208,4,0,646
train,LFP_normal_vin_208_vin_208_discharge_5,normal,vin_208,5,0,575
train,LFP_normal_vin_208_vin_208_discharge_6,normal,vin_208,6,0,497
train,LFP_normal_vin_208_vin_208_discharge_7,normal,vin_208,7,0,670
train,LFP_normal_vin_208_vin_208_discharge_8,normal,vin_208,8,0,667
train,LFP_normal_vin_208_vin_208_discharge_9,normal,vin_208,9,0,655
train,LFP_normal_vin_208_vin_208_discharge_10,normal,vin_208,10,0,633
train,LFP_normal_vin_209_vin_209_discharge_1,normal,vin_209,1,0,710
train,LFP_normal_vin_209_vin_209_discharge_2,normal,vin_209,2,0,599
train,LFP_normal_vin_209_vin_209_discharge_3,normal,vin_209,3,0,695
train,LFP_normal_vin_209_vin_209_discharge_4,normal,vin_209,4,0,851
train,LFP_normal_vin_209_vin_209_discharge_5,normal,vin_209,5,0,627
train,LFP_normal_vin_209_vin_209_discharge_6,normal,vin_209,6,0,613
train,LFP_normal_vin_209_vin_209_discharge_7,normal,vin_209,7,0,720
train,LFP_normal_vin_209_vin_209_discharge_8,normal,vin_209,8,0,650
train,LFP_normal_vin_209_vin_209_discharge_9,normal,vin_209,9,0,708
train,LFP_normal_vin_209_vin_209_discharge_10,normal,vin_209,10,0,576
train,LFP_normal_vin_210_vin_210_discharge_1,normal,vin_210,1,0,839
train,LFP_normal_vin_210_vin_210_discharge_2,normal,vin_210,2,0,639
train,LFP_normal_vin_210_vin_210_discharge_3,normal,vin_210,3,0,540
train,LFP_normal_vin_210_vin_210_discharge_4,normal,vin_210,4,0,571
train,LFP_normal_vin_210_vin_210_discharge_5,normal,vin_210,5,0,655
train,LFP_normal_vin_210_vin_210_discharge_6,normal,vin_210,6,0,604
train,LFP_normal_vin_210_vin_210_discharge_7,normal,vin_210,7,0,628
train,LFP_normal_vin_210_vin_210_discharge_8,normal,vin_210,8,0,528
train,LFP_normal_vin_210_vin_210_discharge_9,normal,vin_210,9,0,786
train,LFP_normal_vin_210_vin_210_discharge_10,normal,vin_210,10,0,495
train,LFP_normal_vin_211_vin_211_discharge_1,normal,vin_211,1,0,554
train,LFP_normal_vin_211_vin_211_discharge_2,normal,vin_211,2,0,569
train,LFP_normal_vin_211_vin_211_discharge_3,normal,vin_211,3,0,584
train,LFP_normal_vin_211_vin_211_discharge_4,normal,vin_211,4,0,556
train,LFP_normal_vin_211_vin_211_discharge_5,normal,vin_211,5,0,500
train,LFP_normal_vin_211_vin_211_discharge_6,normal,vin_211,6,0,523
train,LFP_normal_vin_211_vin_211_discharge_7,normal,vin_211,7,0,625
train,LFP_normal_vin_211_vin_211_discharge_8,normal,vin_211,8,0,596
train,LFP_normal_vin_211_vin_211_discharge_9,normal,vin_211,9,0,500
train,LFP_normal_vin_211_vin_211_discharge_10,normal,vin_211,10,0,689
train,LFP_normal_vin_212_vin_212_discharge_1,normal,vin_212,1,0,518
train,LFP_normal_vin_212_vin_212_discharge_2,normal,vin_212,2,0,552
train,LFP_normal_vin_212_vin_212_discharge_3,normal,vin_212,3,0,927
train,LFP_normal_vin_212_vin_212_discharge_4,normal,vin_212,4,0,783
train,LFP_normal_vin_212_vin_212_discharge_5,normal,vin_212,5,0,496
train,LFP_normal_vin_212_vin_212_discharge_6,normal,vin_212,6,0,675
train,LFP_normal_vin_212_vin_212_discharge_7,normal,vin_212,7,0,540
train,LFP_normal_vin_212_vin_212_discharge_8,normal,vin_212,8,0,572
train,LFP_normal_vin_212_vin_212_discharge_9,normal,vin_212,9,0,593
train,LFP_normal_vin_212_vin_212_discharge_10,normal,vin_212,10,0,798
train,LFP_normal_vin_213_vin_213_discharge_1,normal,vin_213,1,0,537
train,LFP_normal_vin_213_vin_213_discharge_2,normal,vin_213,2,0,582
train,LFP_normal_vin_213_vin_213_discharge_3,normal,vin_213,3,0,544
train,LFP_normal_vin_213_vin_213_discharge_4,normal,vin_213,4,0,532
train,LFP_normal_vin_213_vin_213_discharge_5,normal,vin_213,5,0,713
train,LFP_normal_vin_213_vin_213_discharge_6,normal,vin_213,6,0,719
train,LFP_normal_vin_213_vin_213_discharge_7,normal,vin_213,7,0,650
train,LFP_normal_vin_213_vin_213_discharge_8,normal,vin_213,8,0,814
train,LFP_normal_vin_213_vin_213_discharge_9,normal,vin_213,9,0,740
train,LFP_normal_vin_213_vin_213_discharge_10,normal,vin_213,10,0,583
train,LFP_normal_vin_214_vin_214_discharge_1,normal,vin_214,1,0,804
train,LFP_normal_vin_214_vin_214_discharge_2,normal,vin_214,2,0,915
train,LFP_normal_vin_214_vin_214_discharge_3,normal,vin_214,3,0,667
train,LFP_normal_vin_214_vin_214_discharge_4,normal,vin_214,4,0,592
train,LFP_normal_vin_214_vin_214_discharge_5,normal,vin_214,5,0,592
train,LFP_normal_vin_214_vin_214_discharge_6,normal,vin_214,6,0,588
train,LFP_normal_vin_214_vin_214_discharge_7,normal,vin_214,7,0,566
train,LFP_normal_vin_214_vin_214_discharge_8,normal,vin_214,8,0,690
train,LFP_normal_vin_214_vin_214_discharge_9,normal,vin_214,9,0,888
train,LFP_normal_vin_214_vin_214_discharge_10,normal,vin_214,10,0,693
train,LFP_normal_vin_215_vin_215_discharge_1,normal,vin_215,1,0,557
train,LFP_normal_vin_215_vin_215_discharge_2,normal,vin_215,2,0,734
train,LFP_normal_vin_215_vin_215_discharge_3,normal,vin_215,3,0,651
train,LFP_normal_vin_215_vin_215_discharge_4,normal,vin_215,4,0,665
train,LFP_normal_vin_215_vin_215_discharge_5,normal,vin_215,5,0,531
train,LFP_normal_vin_215_vin_215_discharge_6,normal,vin_215,6,0,606
train,LFP_normal_vin_215_vin_215_discharge_7,normal,vin_215,7,0,604
train,LFP_normal_vin_215_vin_215_discharge_8,normal,vin_215,8,0,630
train,LFP_normal_vin_215_vin_215_discharge_9,normal,vin_215,9,0,603
train,LFP_normal_vin_215_vin_215_discharge_10,normal,vin_215,10,0,552
train,LFP_normal_vin_216_vin_216_discharge_1,normal,vin_216,1,0,620
train,LFP_normal_vin_216_vin_216_discharge_2,normal,vin_216,2,0,591
train,LFP_normal_vin_216_vin_216_discharge_3,normal,vin_216,3,0,819
train,LFP_normal_vin_216_vin_216_discharge_4,normal,vin_216,4,0,505
train,LFP_normal_vin_216_vin_216_discharge_5,normal,vin_216,5,0,606
train,LFP_normal_vin_216_vin_216_discharge_6,normal,vin_216,6,0,555
train,LFP_normal_vin_216_vin_216_discharge_7,normal,vin_216,7,0,621
train,LFP_normal_vin_216_vin_216_discharge_8,normal,vin_216,8,0,550
train,LFP_normal_vin_216_vin_216_discharge_9,normal,vin_216,9,0,541
train,LFP_normal_vin_216_vin_216_discharge_10,normal,vin_216,10,0,728
train,LFP_normal_vin_217_vin_217_discharge_1,normal,vin_217,1,0,619
train,LFP_normal_vin_217_vin_217_discharge_2,normal,vin_217,2,0,680
train,LFP_normal_vin_217_vin_217_discharge_3,normal,vin_217,3,0,650
train,LFP_normal_vin_217_vin_217_discharge_4,normal,vin_217,4,0,724
train,LFP_normal_vin_217_vin_217_discharge_5,normal,vin_217,5,0,523
train,LFP_normal_vin_217_vin_217_discharge_6,normal,vin_217,6,0,589
train,LFP_normal_vin_217_vin_217_discharge_7,normal,vin_217,7,0,862
train,LFP_normal_vin_217_vin_217_discharge_8,normal,vin_217,8,0,557
train,LFP_normal_vin_217_vin_217_discharge_9,normal,vin_217,9,0,573
train,LFP_normal_vin_217_vin_217_discharge_10,normal,vin_217,10,0,717
train,LFP_normal_vin_218_vin_218_discharge_1,normal,vin_218,1,0,570
train,LFP_normal_vin_218_vin_218_discharge_2,normal,vin_218,2,0,515
train,LFP_normal_vin_218_vin_218_discharge_3,normal,vin_218,3,0,590
train,LFP_normal_vin_218_vin_218_discharge_4,normal,vin_218,4,0,760
train,LFP_normal_vin_218_vin_218_discharge_5,normal,vin_218,5,0,627
train,LFP_normal_vin_218_vin_218_discharge_6,normal,vin_218,6,0,723
train,LFP_normal_vin_218_vin_218_discharge_7,normal,vin_218,7,0,499
train,LFP_normal_vin_218_vin_218_discharge_8,normal,vin_218,8,0,524
train,LFP_normal_vin_218_vin_218_discharge_9,normal,vin_218,9,0,516
train,LFP_normal_vin_218_vin_218_discharge_10,normal,vin_218,10,0,597
train,LFP_normal_vin_219_vin_219_discharge_1,normal,vin_219,1,0,547
train,LFP_normal_vin_219_vin_219_discharge_2,normal,vin_219,2,0,676
train,LFP_normal_vin_219_vin_219_discharge_3,normal,vin_219,3,0,508
train,LFP_normal_vin_219_vin_219_discharge_4,normal,vin_219,4,0,570
train,LFP_normal_vin_219_vin_219_discharge_5,normal,vin_219,5,0,553
train,LFP_normal_vin_219_vin_219_discharge_6,normal,vin_219,6,0,719
train,LFP_normal_vin_219_vin_219_discharge_7,normal,vin_219,7,0,526
train,LFP_normal_vin_219_vin_219_discharge_8,normal,vin_219,8,0,881
train,LFP_normal_vin_219_vin_219_discharge_9,normal,vin_219,9,0,798
train,LFP_normal_vin_219_vin_219_discharge_10,normal,vin_219,10,0,763
train,LFP_normal_vin_220_vin_220_discharge_1,normal,vin_220,1,0,666
train,LFP_normal_vin_220_vin_220_discharge_2,normal,vin_220,2,0,609
train,LFP_normal_vin_220_vin_220_discharge_3,normal,vin_220,3,0,594
train,LFP_normal_vin_220_vin_220_discharge_4,normal,vin_220,4,0,579
train,LFP_normal_vin_220_vin_220_discharge_5,normal,vin_220,5,0,665
train,LFP_normal_vin_220_vin_220_discharge_6,normal,vin_220,6,0,534
train,LFP_normal_vin_220_vin_220_discharge_7,normal,vin_220,7,0,502
train,LFP_normal_vin_220_vin_220_discharge_8,normal,vin_220,8,0,571
train,LFP_normal_vin_220_vin_220_discharge_9,normal,vin_220,9,0,708
train,LFP_normal_vin_220_vin_220_discharge_10,normal,vin_220,10,0,563
train,LFP_normal_vin_221_vin_221_discharge_1,normal,vin_221,1,0,795
train,LFP_normal_vin_221_vin_221_discharge_2,normal,vin_221,2,0,503
train,LFP_normal_vin_221_vin_221_discharge_3,normal,vin_221,3,0,531
train,LFP_normal_vin_221_vin_221_discharge_4,normal,vin_221,4,0,573
train,LFP_normal_vin_221_vin_221_discharge_5,normal,vin_221,5,0,551
train,LFP_normal_vin_221_vin_221_discharge_6,normal,vin_221,6,0,638
train,LFP_normal_vin_221_vin_221_discharge_7,normal,vin_221,7,0,932
train,LFP_normal_vin_221_vin_221_discharge_8,normal,vin_221,8,0,542
train,LFP_normal_vin_221_vin_221_discharge_9,normal,vin_221,9,0,492
train,LFP_normal_vin_221_vin_221_discharge_10,normal,vin_221,10,0,749
train,LFP_normal_vin_222_vin_222_discharge_1,normal,vin_222,1,0,717
train,LFP_normal_vin_222_vin_222_discharge_2,normal,vin_222,2,0,578
train,LFP_normal_vin_222_vin_222_discharge_3,normal,vin_222,3,0,790
train,LFP_normal_vin_222_vin_222_discharge_4,normal,vin_222,4,0,493
train,LFP_normal_vin_222_vin_222_discharge_5,normal,vin_222,5,0,498
train,LFP_normal_vin_222_vin_222_discharge_6,normal,vin_222,6,0,541
train,LFP_normal_vin_222_vin_222_discharge_7,normal,vin_222,7,0,656
train,LFP_normal_vin_222_vin_222_discharge_8,normal,vin_222,8,0,559
train,LFP_normal_vin_222_vin_222_discharge_9,normal,vin_222,9,0,917
train,LFP_normal_vin_222_vin_222_discharge_10,normal,vin_222,10,0,550
train,LFP_normal_vin_223_vin_223_discharge_1,normal,vin_223,1,0,965
train,LFP_normal_vin_223_vin_223_discharge_2,normal,vin_223,2,0,582
train,LFP_normal_vin_223_vin_223_discharge_3,normal,vin_223,3,0,839
train,LFP_normal_vin_223_vin_223_discharge_4,normal,vin_223,4,0,526
train,LFP_normal_vin_223_vin_223_discharge_5,normal,vin_223,5,0,581
train,LFP_normal_vin_223_vin_223_discharge_6,normal,vin_223,6,0,549
train,LFP_normal_vin_223_vin_223_discharge_7,normal,vin_223,7,0,557
train,LFP_normal_vin_223_vin_223_discharge_8,normal,vin_223,8,0,529
train,LFP_normal_vin_223_vin_223_discharge_9,normal,vin_223,9,0,662
train,LFP_normal_vin_223_vin_223_discharge_10,normal,vin_223,10,0,520
train,LFP_normal_vin_224_vin_224_discharge_1,normal,vin_224,1,0,505
train,LFP_normal_vin_224_vin_224_discharge_2,normal,vin_224,2,0,572
train,LFP_normal_vin_224_vin_224_discharge_3,normal,vin_224,3,0,547
train,LFP_normal_vin_224_vin_224_discharge_4,normal,vin_224,4,0,649
train,LFP_normal_vin_224_vin_224_discharge_5,normal,vin_224,5,0,724
train,LFP_normal_vin_224_vin_224_discharge_6,normal,vin_224,6,0,756
train,LFP_normal_vin_224_vin_224_discharge_7,normal,vin_224,7,0,711
train,LFP_normal_vin_224_vin_224_discharge_8,normal,vin_224,8,0,503
train,LFP_normal_vin_224_vin_224_discharge_9,normal,vin_224,9,0,568
train,LFP_normal_vin_224_vin_224_discharge_10,normal,vin_224,10,0,522
train,LFP_normal_vin_225_vin_225_discharge_1,normal,vin_225,1,0,528
train,LFP_normal_vin_225_vin_225_discharge_2,normal,vin_225,2,0,567
train,LFP_normal_vin_225_vin_225_discharge_3,normal,vin_225,3,0,915
train,LFP_normal_vin_225_vin_225_discharge_4,normal,vin_225,4,0,541
train,LFP_normal_vin_225_vin_225_discharge_5,normal,vin_225,5,0,659
train,LFP_normal_vin_225_vin_225_discharge_6,normal,vin_225,6,0,598
train,LFP_normal_vin_225_vin_225_discharge_7,normal,vin_225,7,0,863
train,LFP_normal_vin_225_vin_225_discharge_8,normal,vin_225,8,0,1019
train,LFP_normal_vin_225_vin_225_discharge_9,normal,vin_225,9,0,936
train,LFP_normal_vin_225_vin_225_discharge_10,normal,vin_225,10,0,647
train,LFP_normal_vin_226_vin_226_discharge_1,normal,vin_226,1,0,645
train,LFP_normal_vin_226_vin_226_discharge_2,normal,vin_226,2,0,534
train,LFP_normal_vin_226_vin_226_discharge_3,normal,vin_226,3,0,537
train,LFP_normal_vin_226_vin_226_discharge_4,normal,vin_226,4,0,745
train,LFP_normal_vin_226_vin_226_discharge_5,normal,vin_226,5,0,856
train,LFP_normal_vin_226_vin_226_discharge_6,normal,vin_226,6,0,677
train,LFP_normal_vin_226_vin_226_discharge_7,normal,vin_226,7,0,670
train,LFP_normal_vin_226_vin_226_discharge_8,normal,vin_226,8,0,576
train,LFP_normal_vin_226_vin_226_discharge_9,normal,vin_226,9,0,537
train,LFP_normal_vin_226_vin_226_discharge_10,normal,vin_226,10,0,640
train,LFP_normal_vin_228_vin_228_discharge_1,normal,vin_228,1,0,785
train,LFP_normal_vin_228_vin_228_discharge_2,normal,vin_228,2,0,664
train,LFP_normal_vin_228_vin_228_discharge_3,normal,vin_228,3,0,619
train,LFP_normal_vin_228_vin_228_discharge_4,normal,vin_228,4,0,526
train,LFP_normal_vin_228_vin_228_discharge_5,normal,vin_228,5,0,583
train,LFP_normal_vin_228_vin_228_discharge_6,normal,vin_228,6,0,645
train,LFP_normal_vin_228_vin_228_discharge_7,normal,vin_228,7,0,807
train,LFP_normal_vin_228_vin_228_discharge_8,normal,vin_228,8,0,674
train,LFP_normal_vin_228_vin_228_discharge_9,normal,vin_228,9,0,619
train,LFP_normal_vin_228_vin_228_discharge_10,normal,vin_228,10,0,659
train,LFP_normal_vin_229_vin_229_discharge_1,normal,vin_229,1,0,632
train,LFP_normal_vin_229_vin_229_discharge_2,normal,vin_229,2,0,793
train,LFP_normal_vin_229_vin_229_discharge_3,normal,vin_229,3,0,587
train,LFP_normal_vin_229_vin_229_discharge_4,normal,vin_229,4,0,557
train,LFP_normal_vin_229_vin_229_discharge_5,normal,vin_229,5,0,563
train,LFP_normal_vin_229_vin_229_discharge_6,normal,vin_229,6,0,723
train,LFP_normal_vin_229_vin_229_discharge_7,normal,vin_229,7,0,673
train,LFP_normal_vin_229_vin_229_discharge_8,normal,vin_229,8,0,595
train,LFP_normal_vin_229_vin_229_discharge_9,normal,vin_229,9,0,600
train,LFP_normal_vin_229_vin_229_discharge_10,normal,vin_229,10,0,778
train,LFP_normal_vin_230_vin_230_discharge_1,normal,vin_230,1,0,575
train,LFP_normal_vin_230_vin_230_discharge_2,normal,vin_230,2,0,765
train,LFP_normal_vin_230_vin_230_discharge_3,normal,vin_230,3,0,588
train,LFP_normal_vin_230_vin_230_discharge_4,normal,vin_230,4,0,683
train,LFP_normal_vin_230_vin_230_discharge_5,normal,vin_230,5,0,530
train,LFP_normal_vin_230_vin_230_discharge_6,normal,vin_230,6,0,664
train,LFP_normal_vin_230_vin_230_discharge_7,normal,vin_230,7,0,705
train,LFP_normal_vin_230_vin_230_discharge_8,normal,vin_230,8,0,551
train,LFP_normal_vin_230_vin_230_discharge_9,normal,vin_230,9,0,582
train,LFP_normal_vin_230_vin_230_discharge_10,normal,vin_230,10,0,675
train,LFP_normal_vin_233_vin_233_discharge_1,normal,vin_233,1,0,586
train,LFP_normal_vin_233_vin_233_discharge_2,normal,vin_233,2,0,778
train,LFP_normal_vin_233_vin_233_discharge_3,normal,vin_233,3,0,642
train,LFP_normal_vin_233_vin_233_discharge_4,normal,vin_233,4,0,703
train,LFP_normal_vin_233_vin_233_discharge_5,normal,vin_233,5,0,712
train,LFP_normal_vin_233_vin_233_discharge_6,normal,vin_233,6,0,743
train,LFP_normal_vin_233_vin_233_discharge_7,normal,vin_233,7,0,888
train,LFP_normal_vin_233_vin_233_discharge_8,normal,vin_233,8,0,653
train,LFP_normal_vin_233_vin_233_discharge_9,normal,vin_233,9,0,649
train,LFP_normal_vin_233_vin_233_discharge_10,normal,vin_233,10,0,632
train,LFP_normal_vin_234_vin_234_discharge_1,normal,vin_234,1,0,612
train,LFP_normal_vin_234_vin_234_discharge_2,normal,vin_234,2,0,587
train,LFP_normal_vin_234_vin_234_discharge_3,normal,vin_234,3,0,508
train,LFP_normal_vin_234_vin_234_discharge_4,normal,vin_234,4,0,513
train,LFP_normal_vin_234_vin_234_discharge_5,normal,vin_234,5,0,865
train,LFP_normal_vin_234_vin_234_discharge_6,normal,vin_234,6,0,602
train,LFP_normal_vin_234_vin_234_discharge_7,normal,vin_234,7,0,627
train,LFP_normal_vin_234_vin_234_discharge_8,normal,vin_234,8,0,875
train,LFP_normal_vin_234_vin_234_discharge_9,normal,vin_234,9,0,560
train,LFP_normal_vin_234_vin_234_discharge_10,normal,vin_234,10,0,636
train,LFP_normal_vin_235_vin_235_discharge_1,normal,vin_235,1,0,661
train,LFP_normal_vin_235_vin_235_discharge_2,normal,vin_235,2,0,571
train,LFP_normal_vin_235_vin_235_discharge_3,normal,vin_235,3,0,511
train,LFP_normal_vin_235_vin_235_discharge_4,normal,vin_235,4,0,914
train,LFP_normal_vin_235_vin_235_discharge_5,normal,vin_235,5,0,926
train,LFP_normal_vin_235_vin_235_discharge_6,normal,vin_235,6,0,624
train,LFP_normal_vin_235_vin_235_discharge_7,normal,vin_235,7,0,568
train,LFP_normal_vin_235_vin_235_discharge_8,normal,vin_235,8,0,497
train,LFP_normal_vin_235_vin_235_discharge_9,normal,vin_235,9,0,616
train,LFP_normal_vin_235_vin_235_discharge_10,normal,vin_235,10,0,917
train,LFP_normal_vin_236_vin_236_discharge_1,normal,vin_236,1,0,547
train,LFP_normal_vin_236_vin_236_discharge_2,normal,vin_236,2,0,708
train,LFP_normal_vin_236_vin_236_discharge_3,normal,vin_236,3,0,587
train,LFP_normal_vin_236_vin_236_discharge_4,normal,vin_236,4,0,650
train,LFP_normal_vin_236_vin_236_discharge_5,normal,vin_236,5,0,525
train,LFP_normal_vin_236_vin_236_discharge_6,normal,vin_236,6,0,559
train,LFP_normal_vin_236_vin_236_discharge_7,normal,vin_236,7,0,747
train,LFP_normal_vin_236_vin_236_discharge_8,normal,vin_236,8,0,513
